"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Household type","Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
"945","Powell River","CA","British Columbia","59","",5.2,"00000","    Other census-family households",235,315,87584,95488,9.0,76587,86272,12.6
"945","Powell River","CA","British Columbia","59","",5.2,"00000","  Non-census-family households",2410,2835,30426,31376,3.1,27647,28736,3.9
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Total – Household type including census family structure",7550,7620,65823,72338,9.9,57151,62931,10.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","  Census-family households",5310,5160,81619,89527,9.7,70068,77178,10.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","    Households consisting of only one census family without additional persons",4795,4645,80748,87488,8.3,69079,75571,9.4
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","      One couple, with or without children in their census family",4105,3960,87905,94480,7.5,75776,80667,6.5
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","        One couple, without children in their census family",2185,2305,73722,82802,12.3,63055,71589,13.5
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","        One couple, with children in their census family",1915,1660,98040,109952,12.2,82734,93582,13.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","      One lone-parent census family",695,685,39540,47296,19.6,35687,43563,22.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","    Other census-family households",515,515,98327,110080,12.0,83798,97451,16.3
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","  Non-census-family households",2240,2460,32895,39526,20.2,30316,35385,16.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Total – Household type including census family structure",9145,10040,64018,65280,2.0,56532,56832,0.5
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","  Census-family households",6500,6725,78425,86206,9.9,67058,74012,10.4
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","    Households consisting of only one census family without additional persons",6025,6195,78895,85172,8.0,67030,72934,8.8
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","      One couple, with or without children in their census family",5380,5365,84514,91429,8.2,72132,78231,8.5
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","        One couple, without children in their census family",2890,3225,72576,77227,6.4,63207,66934,5.9
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","        One couple, with children in their census family",2490,2135,96131,111132,15.6,81690,93452,14.4
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","      One lone-parent census family",640,830,37093,42432,14.4,35539,39808,12.0
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","    Other census-family households",480,535,72011,99328,37.9,67555,86272,27.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","  Non-census-family households",2640,3310,29627,32803,10.7,27247,29596,8.6
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Total – Household type including census family structure",5290,5100,59611,73421,23.2,52384,63642,21.5
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","  Census-family households",3645,3415,74689,92579,24.0,65538,80156,22.3
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","    Households consisting of only one census family without additional persons",3190,2950,73767,91974,24.7,65312,79520,21.8
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","      One couple, with or without children in their census family",2520,2410,86771,100665,16.0,74540,86763,16.4
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","        One couple, without children in their census family",1175,1220,76272,90405,18.5,65684,77363,17.8
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","        One couple, with children in their census family",1340,1190,97128,114219,17.6,82752,96910,17.1
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","      One lone-parent census family",670,535,28753,47317,64.6,28728,43904,52.8
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","    Other census-family households",455,465,82641,96085,16.3,74610,85504,14.6
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","  Non-census-family households",1645,1685,32300,42445,31.4,28666,37504,30.8
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Total – Household type including census family structure",5975,6360,59262,73856,24.6,52453,64666,23.3
"965","Terrace","CA","British Columbia","59","",4.2,"00000","  Census-family households",4225,4285,74402,95083,27.8,66491,81938,23.2
"965","Terrace","CA","British Columbia","59","",4.2,"00000","    Households consisting of only one census family without additional persons",3825,3800,73258,93024,27.0,65229,80011,22.7
"965","Terrace","CA","British Columbia","59","",4.2,"00000","      One couple, with or without children in their census family",3280,3210,82283,101238,23.0,71446,86864,21.6
"965","Terrace","CA","British Columbia","59","",4.2,"00000","        One couple, without children in their census family",1595,1690,67325,86947,29.1,60267,75357,25.0
"965","Terrace","CA","British Columbia","59","",4.2,"00000","        One couple, with children in their census family",1685,1520,96943,117312,21.0,84011,99477,18.4
"965","Terrace","CA","British Columbia","59","",4.2,"00000","      One lone-parent census family",545,590,30696,49536,61.4,30696,45376,47.8
"965","Terrace","CA","British Columbia","59","",4.2,"00000","    Other census-family households",400,480,86217,108203,25.5,74584,95659,28.3
"965","Terrace","CA","British Columbia","59","",4.2,"00000","  Non-census-family households",1750,2075,31219,39445,26.3,28759,34944,21.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Total – Household type including census family structure",32810,35095,71673,78427,9.4,61895,67399,8.9
"970","Prince George","CA","British Columbia","59","",4.1,"00000","  Census-family households",23340,23925,89819,98957,10.2,76543,84493,10.4
"970","Prince George","CA","British Columbia","59","",4.1,"00000","    Households consisting of only one census family without additional persons",21155,21375,89436,96907,8.4,75875,82649,8.9
"970","Prince George","CA","British Columbia","59","",4.1,"00000","      One couple, with or without children in their census family",18025,18110,96943,105634,9.0,82016,89377,9.0
"970","Prince George","CA","British Columbia","59","",4.1,"00000","        One couple, without children in their census family",8530,9490,85038,90582,6.5,72143,77462,7.4
"970","Prince George","CA","British Columbia","59","",4.1,"00000","        One couple, with children in their census family",9495,8620,105629,123546,17.0,89261,103442,15.9
"970","Prince George","CA","British Columbia","59","",4.1,"00000","      One lone-parent census family",3135,3265,41867,51724,23.5,39434,47136,19.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","    Other census-family households",2185,2545,92509,118491,28.1,81262,103322,27.1
"970","Prince George","CA","British Columbia","59","",4.1,"00000","  Non-census-family households",9470,11175,37490,41694,11.2,32909,36875,12.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Total – Household type including census family structure",4655,5035,60169,79211,31.6,54437,68107,25.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","  Census-family households",2940,3095,82938,102451,23.5,70967,87077,22.7
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","    Households consisting of only one census family without additional persons",2670,2800,82701,101555,22.8,70665,86315,22.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","      One couple, with or without children in their census family",2175,2280,89270,112427,25.9,77642,94188,21.3
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","        One couple, without children in their census family",1020,1110,75763,98670,30.2,65759,83797,27.4
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","        One couple, with children in their census family",1155,1170,99123,124818,25.9,85613,104265,21.8
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","      One lone-parent census family",495,520,49427,56448,14.2,44925,51328,14.3
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","    Other census-family households",270,300,92489,113856,23.1,80226,97152,21.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","  Non-census-family households",1715,1940,32740,47088,43.8,30207,41536,37.5
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Total – Household type including census family structure",9710,10965,83992,107091,27.5,72617,89141,22.8
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","  Census-family households",6875,7605,99855,126272,26.5,84501,104174,23.3
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","    Households consisting of only one census family without additional persons",6310,6880,99286,124053,24.9,83880,102188,21.8
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","      One couple, with or without children in their census family",5550,6050,104470,131017,25.4,87117,107234,23.1
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","        One couple, without children in their census family",2475,2770,94442,117858,24.8,79539,98259,23.5
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","        One couple, with children in their census family",3075,3280,110622,141605,28.0,93827,115566,23.2
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","      One lone-parent census family",760,830,59473,64896,9.1,53287,56981,6.9
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","    Other census-family households",565,725,115328,147456,27.9,98760,124928,26.5
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","  Non-census-family households",2835,3360,49797,65971,32.5,44272,55492,25.3
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Total – Household type including census family structure",9330,11625,78153,91930,17.6,68777,80315,16.8
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","  Census-family households",6220,7555,100425,120018,19.5,87175,104212,19.5
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","    Households consisting of only one census family without additional persons",5650,6750,99037,116992,18.1,85083,101146,18.9
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","      One couple, with or without children in their census family",4610,5625,107878,128368,19.0,92504,110455,19.4
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","        One couple, without children in their census family",2060,2810,94637,112530,18.9,81894,97237,18.7
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","        One couple, with children in their census family",2550,2815,118165,143104,21.1,99663,122086,22.5
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","      One lone-parent census family",1045,1125,55534,64864,16.8,51559,59968,16.3
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","    Other census-family households",570,805,112289,143258,27.6,100083,126176,26.1
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","  Non-census-family households",3105,4070,46475,51840,11.5,40931,46629,13.9
"995","Yellowknife","CA","Northwest Territories","61","",6.4,"00100","Total – Household type including census family structure",6630,7130,118876,142616,20.0,99974,119240,19.3
"995","Yellowknife","CA","Northwest Territories","61","",6.4,"00100","  Census-family households",4910,5065,138018,169621,22.9,114648,141160,23.1
